Wall time,Step,Value
1735223890.9349797,365,0.8471251726150513
1735223892.04928,366,0.8244217038154602
1735223893.1632602,367,0.8336666226387024
1735223894.2775645,368,0.8321030139923096
1735223900.964092,374,0.7988330721855164
1735223904.3079917,377,0.7808657884597778
1735223905.422519,378,0.8161524534225464
1735223914.3378005,386,0.7800797820091248
1735223918.7956886,390,0.792737603187561
1735223919.9101057,391,0.7762508988380432
1735223921.024632,392,0.7658709287643433
1735223922.1389065,393,0.7782890200614929
1735223923.2534938,394,0.7772258520126343
1735223926.5962374,397,0.7603116631507874
1735223928.824882,399,0.7721698880195618
1735223931.0546124,401,0.7706713080406189
1735223932.1693654,402,0.7700366973876953
1735223934.3985658,404,0.7498860955238342
1735223938.8563888,408,0.7700156569480896
1735223939.9709578,409,0.7794896364212036
1735223943.3143344,412,0.75537109375
1735223944.4284222,413,0.7447277307510376
1735223945.5428698,414,0.7527875304222107
1735223946.6572182,415,0.7905514240264893
1735223950.000111,418,0.7364884614944458
1735223953.3438015,421,0.7540341019630432
1735223954.4581378,422,0.7890336513519287
1735223957.801236,425,0.7099765539169312
1735223958.9155457,426,0.7342126965522766
1735223963.373255,430,0.7326167225837708
1735223964.4881582,431,0.7532991766929626
1735223968.9455845,435,0.7447245121002197
1735223970.0599115,436,0.7167336344718933
1735223971.174307,437,0.7204501032829285
1735223972.2889674,438,0.7390725612640381
1735223973.403349,439,0.7247334718704224
1735223974.5180132,440,0.7147902250289917
1735223975.6324515,441,0.7411810755729675
1735223977.8609562,443,0.69973224401474
1735223978.975588,444,0.731783390045166
1735223980.090426,445,0.7374838590621948
1735223981.2048442,446,0.7205660343170166
1735223985.663157,450,0.7016671895980835
1735223986.7774158,451,0.6851080656051636
1735223987.891746,452,0.7011641263961792
1735223989.0062473,453,0.6910566091537476
1735223990.1207902,454,0.6863763332366943
1735223992.3497806,456,0.6999215483665466
1735223994.5783966,458,0.6764760613441467
1735223996.8071077,460,0.6825818419456482
1735223997.9212651,461,0.6573131680488586
1735224001.2648828,464,0.6511319279670715
1735224002.3793478,465,0.6950156688690186
1735224003.4940033,466,0.6757141947746277
1735224005.7228718,468,0.669456958770752
1735224007.9519467,470,0.6474593877792358
1735224012.4103115,474,0.6935656666755676
1735224013.524951,475,0.6410013437271118
1735224016.868651,478,0.6667398810386658
1735224017.9829443,479,0.6399469971656799
1735224019.0973575,480,0.6426558494567871
1735224020.2117047,481,0.6460521817207336
1735224021.3260217,482,0.6348583698272705
1735224022.4404404,483,0.6348620653152466
1735224023.5547948,484,0.6052851676940918
1735224025.7840247,486,0.6129339933395386
1735224026.8982136,487,0.6158378720283508
1735224028.0126848,488,0.6166665554046631
1735224029.1270318,489,0.6359072327613831
1735224031.356046,491,0.6031668186187744
1735224034.6997046,494,0.5970828533172607
1735224039.1572127,498,0.59468674659729
1735224094.2240856,501,0.5917220711708069
1735224095.3157644,502,0.5606950521469116
1735224096.4077024,503,0.5716360211372375
1735224099.6839063,506,0.5342405438423157
1735224102.9593549,509,0.5785962343215942
1735224104.0510838,510,0.5345444083213806
1735224105.1429145,511,0.5396595001220703
1735224106.2348468,512,0.5208503603935242
1735224107.3264043,513,0.5112078785896301
1735224108.4181235,514,0.5315151214599609
1735224111.6940637,517,0.521838903427124
1735224112.7859292,518,0.49350109696388245
1735224113.8778658,519,0.4964759647846222
1735224114.9696507,520,0.49352744221687317
1735224118.2451255,523,0.4990197718143463
1735224125.8881004,530,0.4405546486377716
1735224129.1639907,533,0.4419150948524475
1735224130.2555523,534,0.43736156821250916
1735224132.4392881,536,0.41775304079055786
1735224133.5309868,537,0.4691084325313568
1735224134.622794,538,0.43975743651390076
1735224135.714762,539,0.41837507486343384
1735224136.8068106,540,0.438725084066391
1735224138.99109,542,0.41619986295700073
1735224140.0832574,543,0.4216977059841156
1735224141.1752822,544,0.3885512351989746
1735224143.358959,546,0.40338191390037537
1735224144.4507525,547,0.37713831663131714
1735224147.7265408,550,0.4030177891254425
1735224149.9103458,552,0.38819020986557007
1735224152.094,554,0.3694222867488861
1735224153.1858635,555,0.3615931272506714
1735224154.277575,556,0.368394672870636
1735224160.8289955,562,0.34557655453681946
1735224161.9208977,563,0.3475321829319
1735224163.0126,564,0.3572245240211487
1735224167.3802042,568,0.3085153102874756
1735224170.6560984,571,0.2953476011753082
1735224172.840096,573,0.3053601384162903
1735224176.1161585,576,0.29395559430122375
1735224180.483325,580,0.32081133127212524
1735224184.8506382,584,0.276135116815567
1735224185.942379,585,0.2754440903663635
1735224187.034217,586,0.2720864713191986
1735224189.218079,588,0.2595981955528259
1735224191.4020588,590,0.25242701172828674
1735224192.4939942,591,0.3476170599460602
1735224193.58579,592,0.26443418860435486
1735224195.7692683,594,0.22629788517951965
1735224197.9531088,596,0.23915430903434753
1735224199.0449696,597,0.2868081331253052
1735224200.1366909,598,0.25853049755096436
1735224201.2288334,599,0.22747135162353516
1735224203.4126852,601,0.2354196310043335
1735224204.5044143,602,0.23736533522605896
1735224205.5962553,603,0.22715657949447632
1735224207.780003,605,0.2243664711713791
1735224211.0558832,608,0.2207132875919342
1735224213.2395103,610,0.24326376616954803
1735224216.5151389,613,0.2201351672410965
1735224217.6069002,614,0.282108336687088
1735224219.790564,616,0.28631606698036194
1735224221.9741874,618,0.2634950280189514
1735224224.1579309,620,0.2449464052915573
1735224226.3421264,622,0.274108350276947
1735224227.4339535,623,0.2761755585670471
1735224230.7099657,626,0.23188811540603638
1735224232.893982,628,0.2241731435060501
1735224233.9859738,629,0.20643281936645508
1735224238.3534863,633,0.23583681881427765
1735224242.7217884,637,0.2479322999715805
1735224245.9975014,640,0.20414064824581146
1735224247.0893734,641,0.2115449458360672
1735224248.1811187,642,0.2068832665681839
1735224249.272958,643,0.1809484213590622
1735224250.3649085,644,0.1856919676065445
1735224251.4567456,645,0.17540191113948822
1735224255.824339,649,0.18530648946762085
1735224258.0082836,651,0.24206595122814178
1735224259.1002598,652,0.19800986349582672
1735224260.1922977,653,0.1824437379837036
1735224261.2840123,654,0.1812092810869217
1735224262.3757668,655,0.2154221087694168
1735224265.6512384,658,0.25721514225006104
1735224267.8350317,660,0.1635292023420334
1735224275.4780807,667,0.19943739473819733
1735224278.7539794,670,0.2849467694759369
1735224284.2133887,675,0.1771271973848343
1735224285.3049881,676,0.15215644240379333
1735224286.3967905,677,0.15181821584701538
1735224289.6726592,680,0.1721651554107666
1735224291.8568022,682,0.15849274396896362
1735224292.9487834,683,0.18358255922794342
1735224294.0405362,684,0.15559080243110657
1735224297.3159099,687,0.14749057590961456
1735224302.7749333,692,0.1550183892250061
1735224304.958662,694,0.20410564541816711
1735224307.1424308,696,0.16385234892368317
1735224308.2344658,697,0.16631898283958435
1735224310.4182327,699,0.16902680695056915
1735224313.694495,702,0.16879355907440186
1735224314.7864304,703,0.2952285408973694
1735224316.970586,705,0.1792881339788437
1735224321.338083,709,0.14819203317165375
1735224322.4300523,710,0.15926259756088257
1735224324.6139028,712,0.13498960435390472
1735224327.8894076,715,0.18080316483974457
1735224330.0735338,717,0.16101795434951782
1735224332.2571068,719,0.159663125872612
1735224333.348949,720,0.1532648652791977
1735224334.4409604,721,0.1303779035806656
1735224336.6249363,723,0.1696336269378662
1735224338.8087335,725,0.14956504106521606
1735224339.9008386,726,0.17204587161540985
1735224340.992782,727,0.1525839865207672
1735224342.084671,728,0.1564260870218277
1735224343.17643,729,0.1733778417110443
1735224345.3602417,731,0.1773003488779068
1735224346.452104,732,0.15983794629573822
1735224347.54393,733,0.17305581271648407
1735224353.0034764,738,0.14532573521137238
1735224354.095305,739,0.13972380757331848
1735224357.371049,742,0.14162194728851318
1735224358.4645138,743,0.13541936874389648
1735224359.556485,744,0.14356642961502075
1735224360.6486542,745,0.18245825171470642
1735224368.291625,752,0.165633887052536
1735224371.5673945,755,0.12755641341209412
1735224372.6593943,756,0.1517898589372635
1735224374.8428864,758,0.1878938376903534
1735224380.302457,763,0.1651945859193802
1735224381.3948302,764,0.14048343896865845
1735224382.4864879,765,0.13922768831253052
1735224385.762391,768,0.13357248902320862
1735224386.8542938,769,0.14591407775878906
1735224390.1299503,772,0.1488131433725357
1735224393.405727,775,0.18796449899673462
1735224394.497666,776,0.13146381080150604
1735224396.6810577,778,0.12425914406776428
1735224397.7730722,779,0.1339939683675766
1735224398.86556,780,0.15990470349788666
1735224399.9574578,781,0.13168850541114807
1735224401.0491698,782,0.13889411091804504
1735224407.6006281,788,0.11658021062612534
1735224410.876735,791,0.1304989606142044
1735224413.0608451,793,0.15160726010799408
1735224415.244791,795,0.14259733259677887
1735224419.612633,799,0.15777738392353058
1735224420.7046332,800,0.13178443908691406
1735224425.0720415,804,0.1373267024755478
1735224426.163848,805,0.2021705061197281
1735224427.2555552,806,0.11243531852960587
1735224428.3472502,807,0.13661827147006989
1735224431.6227207,810,0.1382160633802414
1735224440.3579085,818,0.11628138273954391
1735224441.450545,819,0.12111014127731323
1735224443.63467,821,0.1315167248249054
1735224445.8184974,823,0.13371722400188446
1735224448.0023563,825,0.2055945247411728
1735224449.0942807,826,0.14091745018959045
1735224450.1865692,827,0.12369536608457565
1735224451.2786417,828,0.1280583143234253
1735224455.6460385,832,0.118083156645298
1735224456.7378666,833,0.12577472627162933
1735224458.9214983,835,0.1403714418411255
1735224460.0136049,836,0.17396213114261627
1735224461.1052706,837,0.12036129832267761
1735224463.288681,839,0.11233669519424438
1735224464.3806622,840,0.16140112280845642
1735224467.656319,843,0.12284695357084274
1735224469.8401854,845,0.16965322196483612
1735224475.300085,850,0.13995587825775146
1735224476.3921835,851,0.17483946681022644
1735224479.6687603,854,0.14894448220729828
1735224482.9445288,857,0.13912004232406616
1735224486.220213,860,0.18320013582706451
1735224488.4039774,862,0.12534195184707642
1735224491.679553,865,0.15867629647254944
1735224492.771236,866,0.13356468081474304
1735224497.1388464,870,0.123151034116745
1735224498.2306194,871,0.125539630651474
1735224509.1509051,881,0.1625184863805771
1735224511.334885,883,0.12251365929841995
1735224512.4269965,884,0.14406123757362366
1735224513.5188851,885,0.13761238753795624
1735224514.6108847,886,0.13579313457012177
1735224516.7946243,888,0.12846311926841736
1735224518.9780586,890,0.13494719564914703
1735224521.1620972,892,0.14619863033294678
1735224524.437261,895,0.13759860396385193
1735224526.620905,897,0.11486907303333282
1735224527.7125633,898,0.11576041579246521
1735224530.9884715,901,0.18519335985183716
1735224532.0804274,902,0.1269194483757019
1735224534.2641861,904,0.117731012403965
1735224536.4479072,906,0.13185282051563263
1735224537.5400262,907,0.1221117153763771
1735224538.6320484,908,0.1350378394126892
1735224540.8156888,910,0.11917844414710999
1735224541.9075255,911,0.13212382793426514
1735224545.18288,914,0.10131563246250153
1735224549.5508213,918,0.12202116847038269
1735224550.642996,919,0.1563236266374588
1735224552.8268678,921,0.16711829602718353
1735224555.0103781,923,0.11192536354064941
1735224559.377971,927,0.1443561464548111
1735224560.4699814,928,0.13032174110412598
1735224561.5618913,929,0.12571577727794647
1735224562.6537137,930,0.15153411030769348
1735224563.7456567,931,0.1547667384147644
1735224564.8374753,932,0.11686636507511139
1735224565.9291875,933,0.12375669926404953
1735224568.1127946,935,0.12640422582626343
1735224572.4812834,939,0.15543772280216217
1735224574.6649687,941,0.1306477040052414
1735224575.7566986,942,0.19110238552093506
1735224579.0324368,945,0.16462835669517517
1735224583.4000847,949,0.15161101520061493
1735224586.675551,952,0.13791552186012268
1735224589.9514391,955,0.14707283675670624
1735224591.0435567,956,0.14736507833003998
1735224595.4114077,960,0.13818611204624176
1735224597.595236,962,0.1307806521654129
1735224598.6873248,963,0.12420307099819183
1735224600.8712506,965,0.15734995901584625
1735224603.0550241,967,0.12196081131696701
1735224604.1469033,968,0.1322644203901291
1735224607.4225063,971,0.14430361986160278
1735224612.881803,976,0.12029381096363068
1735224615.0654085,978,0.13627010583877563
1735224616.157245,979,0.14352847635746002
1735224618.3409755,981,0.11356408894062042
1735224619.4327033,982,0.18984714150428772
1735224623.801395,986,0.13188238441944122
1735224625.9850063,988,0.13626524806022644
1735224628.1687741,990,0.13036449253559113
1735224630.3523529,992,0.16356073319911957
1735224632.5358562,994,0.15779952704906464
1735224633.6276212,995,0.13527198135852814
1735224634.719365,996,0.1467268019914627
1735224636.9028094,998,0.14799490571022034
1735224637.9946446,999,0.14735214412212372
1735224692.6172352,1002,0.15379387140274048
1735224693.7090075,1003,0.15738756954669952
1735224694.8008957,1004,0.14129221439361572
1735224695.8926404,1005,0.1493922770023346
1735224696.9843974,1006,0.14902859926223755
1735224702.4445796,1011,0.12855173647403717
1735224704.6282868,1013,0.131951242685318
1735224706.811743,1015,0.14034558832645416
1735224707.9035554,1016,0.12719662487506866
1735224708.995419,1017,0.18474288284778595
1735224714.4551659,1022,0.12802845239639282
1735224718.8225462,1026,0.1248236820101738
1735224721.0062876,1028,0.13844667375087738
1735224722.0981526,1029,0.1210404708981514
1735224728.650355,1035,0.14658483862876892
1735224729.7422397,1036,0.15033017098903656
1735224730.8339372,1037,0.1367972195148468
1735224731.9255965,1038,0.15543735027313232
1735224733.0174997,1039,0.11710530519485474
1735224737.3846948,1043,0.12664519250392914
1735224739.5681584,1045,0.11228947341442108
1735224740.660178,1046,0.16881661117076874
1735224747.2116735,1052,0.11045771837234497
1735224748.3036678,1053,0.11635075509548187
1735224751.5792153,1056,0.10613227635622025
1735224753.7625978,1058,0.1389360874891281
1735224754.8546035,1059,0.15486657619476318
1735224755.9462886,1060,0.129643976688385
1735224758.1297774,1062,0.11206350475549698
1735224761.4051745,1065,0.12258530408143997
1735224762.4969654,1066,0.11829623579978943
1735224763.5887625,1067,0.11901545524597168
1735224765.7722926,1069,0.12198729068040848
1735224766.8640246,1070,0.15937110781669617
1735224767.9557977,1071,0.11135245859622955
1735224769.0475752,1072,0.11659162491559982
1735224770.13934,1073,0.14786767959594727
1735224771.1875005,1074,0.12892360985279083
1735224774.4651375,1077,0.10907754302024841
1735224775.556599,1078,0.1887822449207306
1735224777.7404332,1080,0.10371945053339005
1735224778.8322268,1081,0.10345607250928879
1735224779.9237792,1082,0.1353786438703537
1735224783.198881,1085,0.10951441526412964
1735224784.2904963,1086,0.11652673780918121
1735224785.382125,1087,0.142513707280159
1735224789.7485352,1091,0.12047430127859116
1735224797.3901162,1098,0.13488075137138367
1735224799.5737963,1100,0.11560700088739395
1735224801.757215,1102,0.1443423181772232
1735224802.848733,1103,0.11242406815290451
1735224803.9404824,1104,0.13332469761371613
1735224807.2152767,1107,0.11662966758012772
1735224808.3068004,1108,0.15488357841968536
1735224809.3986351,1109,0.10742834955453873
1735224811.5818791,1111,0.1150708943605423
1735224812.6735775,1112,0.11593686789274216
1735224814.8573122,1114,0.1290484517812729
1735224817.0408437,1116,0.11073996871709824
1735224820.315564,1119,0.11263727396726608
1735224822.4985583,1121,0.11816482990980148
1735224823.5901313,1122,0.1565055102109909
1735224826.8649764,1125,0.10624895244836807
1735224827.9564955,1126,0.10281556844711304
1735224830.1400158,1128,0.14154428243637085
1735224831.2320063,1129,0.09417270869016647
1735224832.323404,1130,0.1447979211807251
1735224833.4152858,1131,0.1610543429851532
1735224834.5069585,1132,0.11270875483751297
1735224836.6904018,1134,0.11103055626153946
1735224837.7822573,1135,0.12933096289634705
1735224838.8738844,1136,0.12125767022371292
1735224842.1490128,1139,0.11648958921432495
1735224845.423957,1142,0.13345569372177124
1735224848.699148,1145,0.10831214487552643
1735224849.790535,1146,0.15724824368953705
1735224851.9737554,1148,0.12775681912899017
1735224853.065395,1149,0.1249513030052185
1735224854.157005,1150,0.12803274393081665
1735224855.248744,1151,0.11999281495809555
1735224856.340193,1152,0.12273283302783966
1735224857.431725,1153,0.13484729826450348
1735224865.0731359,1160,0.12402207404375076
1735224867.256544,1162,0.11279936879873276
1735224869.4400406,1164,0.11369941383600235
1735224871.62296,1166,0.11664136499166489
1735224872.714491,1167,0.10443061590194702
1735224879.264163,1173,0.13415201008319855
1735224880.3557506,1174,0.1304354965686798
1735224882.5388331,1176,0.138032004237175
1735224883.6309054,1177,0.1579197198152542
1735224884.722456,1178,0.15046998858451843
1735224889.0889337,1182,0.12509652972221375
1735224891.2725267,1184,0.11554279178380966
1735224893.455838,1186,0.12565451860427856
1735224895.6394217,1188,0.10876507312059402
1735224896.731053,1189,0.14073188602924347
1735224897.8226216,1190,0.10721796005964279
1735224901.0986357,1193,0.12481161206960678
1735224902.190176,1194,0.1269015073776245
1735224903.2818403,1195,0.11910919845104218
1735224905.465185,1197,0.11781322211027145
1735224906.55671,1198,0.1684253215789795
1735224909.8316379,1201,0.1399325281381607
1735224910.9231153,1202,0.1867396980524063
1735224914.1979845,1205,0.2990368902683258
1735224915.2900066,1206,0.2750304043292999
1735224916.3818142,1207,0.25806474685668945
1735224918.5651555,1209,0.20026244223117828
1735224922.9319398,1213,0.174044668674469
1735224924.0236452,1214,0.14419002830982208
1735224925.1154652,1215,0.16312922537326813
1735224928.3903856,1218,0.14491505920886993
1735224933.8488226,1223,0.15162643790245056
1735224936.0320673,1225,0.14907604455947876
1735224939.3066103,1228,0.14183400571346283
1735224940.3983748,1229,0.1356804519891739
1735224943.6731522,1232,0.16696897149085999
1735224944.7649615,1233,0.15668629109859467
1735224950.2230577,1238,0.13068199157714844
1735224952.407142,1240,0.13898038864135742
1735224953.4989042,1241,0.13391099870204926
1735224954.59058,1242,0.1636936366558075
1735224955.6824372,1243,0.1273299753665924
1735224956.7741108,1244,0.12297538667917252
1735224957.8657255,1245,0.11955957114696503
1735224958.9577694,1246,0.13292835652828217
1735224962.232623,1249,0.1221281960606575
1735224963.3249736,1250,0.1356126368045807
1735224964.4165204,1251,0.12476852536201477
1735224965.5080323,1252,0.13572125136852264
1735224967.6915998,1254,0.13142672181129456
1735224969.874951,1256,0.12554053962230682
1735224970.9664176,1257,0.15933579206466675
1735224974.2413747,1260,0.13308154046535492
1735224975.332996,1261,0.1395605504512787
1735224978.6077416,1264,0.12263043224811554
1735224981.8827004,1267,0.1214456707239151
1735224986.2490404,1271,0.11644481122493744
1735224991.7078772,1276,0.12550926208496094
1735224992.7997067,1277,0.12360768020153046
1735224993.8910725,1278,0.13905119895935059
1735224998.2570782,1282,0.11702405661344528
1735225001.532167,1285,0.1188177689909935
1735225006.9907272,1290,0.12514832615852356
1735225010.2658865,1293,0.19048450887203217
1735225013.5415814,1296,0.11798715591430664
1735225015.7246919,1298,0.12235239893198013
1735225016.8162627,1299,0.11990530043840408
1735225020.091042,1302,0.18837310373783112
1735225024.4573643,1306,0.12603650987148285
1735225028.8239925,1310,0.12380855530500412
1735225033.1905236,1314,0.1641055941581726
1735225034.2837186,1315,0.13967984914779663
1735225039.741634,1320,0.11037036031484604
1735225041.925066,1322,0.1373368203639984
1735225043.0169368,1323,0.14498020708560944
1735225045.2002845,1325,0.11829132586717606
1735225046.2920568,1326,0.12020310759544373
1735225048.4755762,1328,0.14708010852336884
1735225056.116881,1335,0.12542685866355896
1735225065.9420006,1344,0.1505851149559021
1735225067.033754,1345,0.15913622081279755
1735225069.2169127,1347,0.14767855405807495
1735225070.308709,1348,0.10649410635232925
1735225073.5849478,1351,0.10720964521169662
1735225074.6768556,1352,0.15576620399951935
1735225076.8603158,1354,0.11235658824443817
1735225081.2266145,1358,0.11464687436819077
1735225083.4096396,1360,0.12839119136333466
1735225087.7758818,1364,0.117851123213768
1735225088.8675933,1365,0.10669024288654327
1735225089.9591095,1366,0.13502813875675201
1735225091.0509706,1367,0.10543866455554962
1735225092.142733,1368,0.1205512061715126
1735225096.5091712,1372,0.10951748490333557
1735225097.6010227,1373,0.12466321885585785
1735225099.7842665,1375,0.1118297129869461
1735225100.8761363,1376,0.1495216339826584
1735225105.2428098,1380,0.1287500262260437
1735225110.7009697,1385,0.14632980525493622
1735225111.7925327,1386,0.12404601275920868
1735225116.1593466,1390,0.11361280828714371
1735225119.4344594,1393,0.1400790512561798
1735225123.8008358,1397,0.16525579988956451
1735225127.0759714,1400,0.14503629505634308
1735225130.3509405,1403,0.12944689393043518
1735225144.5439808,1416,0.1388467401266098
1735225145.6356766,1417,0.11282101273536682
1735225150.0026417,1421,0.11875350028276443
1735225160.92039,1431,0.12606088817119598
1735225162.0122619,1432,0.16240046918392181
1735225166.3791943,1436,0.1204964891076088
1735225168.5624573,1438,0.1173919141292572
1735225169.6541862,1439,0.1203722357749939
1735225170.7457814,1440,0.11532921344041824
1735225171.8373148,1441,0.11270289868116379
1735225175.1121209,1444,0.12921158969402313
1735225177.295635,1446,0.1365957260131836
1735225178.3872745,1447,0.13271991908550262
1735225180.570787,1449,0.1327189952135086
1735225182.7542024,1451,0.12380195409059525
1735225183.8457725,1452,0.15459506213665009
1735225186.0291417,1454,0.11588487774133682
1735225187.1207402,1455,0.11226706951856613
1735225188.2124703,1456,0.12734399735927582
1735225189.3042612,1457,0.13382557034492493
1735225190.395851,1458,0.1412467062473297
1735225191.4879086,1459,0.11187157779932022
1735225192.5796201,1460,0.1359046995639801
1735225193.6716206,1461,0.18226787447929382
1735225195.85519,1463,0.11225202679634094
1735225203.4972928,1470,0.16466009616851807
1735225206.772371,1473,0.11424502730369568
1735225207.8642538,1474,0.11447378993034363
1735225210.0482337,1476,0.1299106329679489
1735225215.5073166,1481,0.11836858093738556
1735225216.5991237,1482,0.12413869798183441
1735225217.690912,1483,0.16181841492652893
